reference_pmid	reference_sgdid	curation_tag	entity_type	entity_name	entity_sgdid	note	created_by	date_created
PMID:35167422	SGD:S000313940	Regulation information	gene	ATG7	SGD:S000001214	CCR4 component of the CCR-NOT complex regulates the three ATGs at the mRNA level by binding to the target mRNAs to prevent expression, shown by RNA immunoprecipitation (RIP) assay and qRT-PCR. CCR4 is a NEG reg under non-starvation conditions	JODILS	2022-02-23
PMID:36076954	SGD:S000339737	Classical phenotype information	gene	ATG8	SGD:S000000174		NASH	2022-09-22
PMID:35801695	SGD:S000325571	Classical phenotype information	gene	SOD2	SGD:S000001050	1. In the absence of paraquat, the growth of mip1Δ cells was slower than that of the wild type cells (mean doubling time, mip1Δ=3.54 h, WT=1.55 h).2. Cells lacking either one of the O2•− dismutases (sod1, sod2) showed virtually no growth when exposed to the original paraquat dose (400 μg/mL).3. sod2Δ populations barely showed any adaptive response in terms of reduction in cell doubling time.4. In both cases (rtg2Δ and rtg3Δ), all cell populations failed to adapt (Figure 5A), and their capacity for respiratory growth was virtually unperturbed at the end of the experiment (Figure 5B).	RAHI13	2022-07-11
PMID:37352987	SGD:S000344180	Engineering	gene	XKS1	SGD:S000003426		STACIA	2023-06-27
PMID:36943791	SGD:S000342793	Classical phenotype information	gene	DBR1	SGD:S000001632		STACIA	2023-03-28
PMID:36943791	SGD:S000342793	Classical phenotype information	gene	SEN2	SGD:S000004095		STACIA	2023-03-28
PMID:36943791	SGD:S000342793	Classical phenotype information	gene	SEN54	SGD:S000006004		STACIA	2023-03-28
PMID:36943791	SGD:S000342793	GO information	gene	DBR1	SGD:S000001632		STACIA	2023-03-28
PMID:36943791	SGD:S000342793	GO information	gene	SEN2	SGD:S000004095		STACIA	2023-03-28
PMID:36990694	SGD:S000342876	Delay				requested through DocXpress	NASH	2023-04-04
PMID:37079504	SGD:S000343170	Classical phenotype information	gene	HSP42	SGD:S000002578		STACIA	2023-04-24
PMID:36943791	SGD:S000342793	GO information	gene	SEN54	SGD:S000006004		STACIA	2023-03-28
PMID:37079504	SGD:S000343170	Alleles	gene	HSP42	SGD:S000002578	non-phosphorylatable S223A or phosphomimetic S223E 	STACIA	2023-04-24
PMID:37317248	SGD:S000344079	Engineering	gene	CHD1	SGD:S000000966		NASH	2023-06-19
PMID:37352987	SGD:S000344180	Engineering	gene	TAL1	SGD:S000004346		STACIA	2023-06-27
PMID:37144685	SGD:S000343479	Classical phenotype information	gene	CDC48	SGD:S000002284		STACIA	2023-05-09
PMID:36468850	SGD:S000341180	Classical phenotype information	gene	CIN5	SGD:S000005554		STACIA	2022-12-12
PMID:36468850	SGD:S000341180	Classical phenotype information	gene	HAP4	SGD:S000001592		STACIA	2022-12-12
PMID:37144685	SGD:S000343479	Classical phenotype information	gene	WSS1	SGD:S000001176		STACIA	2023-05-09
PMID:37144685	SGD:S000343479	Classical phenotype information	gene	UBX5	SGD:S000002738		STACIA	2023-05-09
PMID:37144685	SGD:S000343479	GO information	gene	CDC48	SGD:S000002284		STACIA	2023-05-09
PMID:37144685	SGD:S000343479	GO information	gene	WSS1	SGD:S000001176		STACIA	2023-05-09
PMID:37144685	SGD:S000343479	GO information	gene	UBX5	SGD:S000002738		STACIA	2023-05-09
PMID:37352987	SGD:S000344180	Engineering	gene	XYL2	SGD:S000004060		STACIA	2023-06-27
PMID:37450901	SGD:S000344489	Engineering	gene	ERG12	SGD:S000004821		NASH	2023-07-18
PMID:37450901	SGD:S000344489	Engineering	gene	ARO2	SGD:S000003116		NASH	2023-07-18
PMID:37450901	SGD:S000344489	Engineering	gene	MVD1	SGD:S000005326		NASH	2023-07-18
PMID:35801695	SGD:S000325571	Classical phenotype information	gene	MIP1	SGD:S000005857	1. In the absence of paraquat, the growth of mip1Δ cells was slower than that of the wild type cells (mean doubling time, mip1Δ=3.54 h, WT=1.55 h).2. Cells lacking either one of the O2•− dismutases (sod1, sod2) showed virtually no growth when exposed to the original paraquat dose (400 μg/mL).3. sod2Δ populations barely showed any adaptive response in terms of reduction in cell doubling time.4. In both cases (rtg2Δ and rtg3Δ), all cell populations failed to adapt (Figure 5A), and their capacity for respiratory growth was virtually unperturbed at the end of the experiment (Figure 5B).	RAHI13	2022-07-11
PMID:35801695	SGD:S000325571	Classical phenotype information	gene	RTG3	SGD:S000000199	1. In the absence of paraquat, the growth of mip1Δ cells was slower than that of the wild type cells (mean doubling time, mip1Δ=3.54 h, WT=1.55 h).2. Cells lacking either one of the O2•− dismutases (sod1, sod2) showed virtually no growth when exposed to the original paraquat dose (400 μg/mL).3. sod2Δ populations barely showed any adaptive response in terms of reduction in cell doubling time.4. In both cases (rtg2Δ and rtg3Δ), all cell populations failed to adapt (Figure 5A), and their capacity for respiratory growth was virtually unperturbed at the end of the experiment (Figure 5B).	RAHI13	2022-07-11
PMID:35088867	SGD:S000313508	Delay				no access	JODILS	2022-02-02
PMID:35801695	SGD:S000325571	Classical phenotype information	gene	SOD1	SGD:S000003865	1. In the absence of paraquat, the growth of mip1Δ cells was slower than that of the wild type cells (mean doubling time, mip1Δ=3.54 h, WT=1.55 h).2. Cells lacking either one of the O2•− dismutases (sod1, sod2) showed virtually no growth when exposed to the original paraquat dose (400 μg/mL).3. sod2Δ populations barely showed any adaptive response in terms of reduction in cell doubling time.4. In both cases (rtg2Δ and rtg3Δ), all cell populations failed to adapt (Figure 5A), and their capacity for respiratory growth was virtually unperturbed at the end of the experiment (Figure 5B).	RAHI13	2022-07-11
PMID:37450901	SGD:S000344489	Engineering	gene	ERG10	SGD:S000005949		NASH	2023-07-18
PMID:36076954	SGD:S000339737	Classical phenotype information	gene	ATG18	SGD:S000001917		NASH	2022-09-22
PMID:36076954	SGD:S000339737	Classical phenotype information	gene	VPS21	SGD:S000005615		NASH	2022-09-22
PMID:36076954	SGD:S000339737	Classical phenotype information	gene	VPS8	SGD:S000000002		NASH	2022-09-22
PMID:34902017	SGD:S000312604	Delay				no access	JODILS	2022-01-03
PMID:37450901	SGD:S000344489	Engineering	allele	aro7-G141S	SGD:S000299404		NASH	2023-07-18
PMID:37450901	SGD:S000344489	Engineering	gene	ERG13	SGD:S000004595		NASH	2023-07-18
PMID:35976707	SGD:S000338958	Classical phenotype information	gene	RVS167	SGD:S000002796		JODILS	2022-08-22
PMID:37450901	SGD:S000344489	Engineering	gene	HMG1	SGD:S000004540		NASH	2023-07-18
PMID:37450901	SGD:S000344489	Engineering	gene	ARO1	SGD:S000002534		NASH	2023-07-18
PMID:37450901	SGD:S000344489	Engineering	gene	ARO3	SGD:S000002442		NASH	2023-07-18
PMID:37450901	SGD:S000344489	Engineering	gene	IDI1	SGD:S000006038		NASH	2023-07-18
PMID:37450901	SGD:S000344489	Engineering	gene	ERG8	SGD:S000004833		NASH	2023-07-18
PMID:37348627	SGD:S000344192	GO information	gene	COX15	SGD:S000000943		STACIA	2023-06-28
PMID:35142288	SGD:S000313807	Classical phenotype information	gene	CDC6	SGD:S000003730		JODILS	2022-02-16
PMID:35142288	SGD:S000313807	Classical phenotype information	gene	CLB2	SGD:S000006323		JODILS	2022-02-16
PMID:35142288	SGD:S000313807	Classical phenotype information	gene	CDC55	SGD:S000003158		JODILS	2022-02-16
PMID:35142288	SGD:S000313807	Post-translational modifications	gene	CDC6	SGD:S000003730	CDC6 -  T7 is phosphorylated	JODILS	2022-02-16
PMID:35142288	SGD:S000313807	Regulation information	gene	CDC6	SGD:S000003730	CDC6 (target) CPX-1856 and CPX-1859 (regulators - essentially paralogs, mutant used was cdc55delta) via protein modification (phosphatase activity) that negatively regulates Cdc6p protein stability during nuclear mitosis. Evidence = western with anti-Cdc6-T7p antibodies. ALSO: CDC6 (target) CDC14 (regulator) also by dephosphorylation shown by Western, but has the opposite effect of positively regulating Cdc6p stability	JODILS	2022-02-16
PMID:35142288	SGD:S000313807	Regulation information	gene	CDC14	SGD:S000001924	CDC6 (target) CPX-1856 and CPX-1859 (regulators - essentially paralogs, mutant used was cdc55delta) via protein modification (phosphatase activity) that negatively regulates Cdc6p protein stability during nuclear mitosis. Evidence = western with anti-Cdc6-T7p antibodies. ALSO: CDC6 (target) CDC14 (regulator) also by dephosphorylation shown by Western, but has the opposite effect of positively regulating Cdc6p stability	JODILS	2022-02-16
PMID:35142288	SGD:S000313807	Regulation information	complex	Serine/threonine-protein phosphatase PP2A variant 3	SGD:S000217760	CDC6 (target) CPX-1856 and CPX-1859 (regulators - essentially paralogs, mutant used was cdc55delta) via protein modification (phosphatase activity) that negatively regulates Cdc6p protein stability during nuclear mitosis. Evidence = western with anti-Cdc6-T7p antibodies. ALSO: CDC6 (target) CDC14 (regulator) also by dephosphorylation shown by Western, but has the opposite effect of positively regulating Cdc6p stability	JODILS	2022-02-16
PMID:35142288	SGD:S000313807	Regulation information	complex	Serine/threonine-protein phosphatase PP2A variant 1	SGD:S000217757	CDC6 (target) CPX-1856 and CPX-1859 (regulators - essentially paralogs, mutant used was cdc55delta) via protein modification (phosphatase activity) that negatively regulates Cdc6p protein stability during nuclear mitosis. Evidence = western with anti-Cdc6-T7p antibodies. ALSO: CDC6 (target) CDC14 (regulator) also by dephosphorylation shown by Western, but has the opposite effect of positively regulating Cdc6p stability	JODILS	2022-02-16
PMID:35554494	SGD:S000316309	Classical phenotype information	gene	TAF7	SGD:S000004840	1. taf7 - taf7-null mutants were not viable2. taf7-N147D rescues lethality of taf7-null yeast 	RAHI13	2022-05-17
PMID:35738397	SGD:S000317395	GO information	gene	GAS1	SGD:S000004924	GAS1 localization at nuclear rim and cortical ER in untreated cells	JODILS	2022-06-28
PMID:36829855	SGD:S000342499	Classical phenotype information	gene	CDC19	SGD:S000000036		NASH	2023-03-07
PMID:35738397	SGD:S000317395	Classical phenotype information	gene	SEC61	SGD:S000004370		JODILS	2022-06-28
PMID:36340339	SGD:S000340700	Classical phenotype information	gene	EFM5	SGD:S000003233	study host factors associated with the Ppmar2 Mariner-like element (MLE) transposon (from moso bamboo), based on mobility changes in the yeast mutants. We have not used 'transposable element transposition' for heterologous elements but maybe?	NASH	2022-11-14
PMID:36340339	SGD:S000340700	Classical phenotype information	gene	EXG2	SGD:S000002669	study host factors associated with the Ppmar2 Mariner-like element (MLE) transposon (from moso bamboo), based on mobility changes in the yeast mutants. We have not used 'transposable element transposition' for heterologous elements but maybe?	NASH	2022-11-14
PMID:36468850	SGD:S000341180	Classical phenotype information	gene	HAP5	SGD:S000005885		STACIA	2022-12-12
PMID:35613580	SGD:S000316612	Post-translational modifications	gene	RPS12	SGD:S000005896	RPS12 K85 and K90 are ubiquitinated lysines	JODILS	2022-05-31
PMID:36601911	SGD:S000341521	Classical phenotype information	gene	DCV1	SGD:S000001908		STACIA	2023-01-12
PMID:36576675	SGD:S000341550	Classical phenotype information	gene	RPL9B	SGD:S000005011		STACIA	2023-01-12
PMID:36829855	SGD:S000342499	Classical phenotype information	gene	SDH2	SGD:S000003964		NASH	2023-03-07
PMID:35613580	SGD:S000316612	Classical phenotype information	gene	RAD6	SGD:S000003026		JODILS	2022-05-31
PMID:35613580	SGD:S000316612	Classical phenotype information	gene	UBC13	SGD:S000002499		JODILS	2022-05-31
PMID:36948349	SGD:S000342794	GO information	gene	YEF3	SGD:S000004239		STACIA	2023-03-28
PMID:35613580	SGD:S000316612	Classical phenotype information	gene	UBI4	SGD:S000003962		JODILS	2022-05-31
PMID:35613580	SGD:S000316612	Classical phenotype information	gene	BRE1	SGD:S000002232		JODILS	2022-05-31
PMID:35613580	SGD:S000316612	Classical phenotype information	gene	HEL2	SGD:S000002674		JODILS	2022-05-31
PMID:35801695	SGD:S000325571	Classical phenotype information	gene	RTG1	SGD:S000005428	1. In the absence of paraquat, the growth of mip1Δ cells was slower than that of the wild type cells (mean doubling time, mip1Δ=3.54 h, WT=1.55 h).2. Cells lacking either one of the O2•− dismutases (sod1, sod2) showed virtually no growth when exposed to the original paraquat dose (400 μg/mL).3. sod2Δ populations barely showed any adaptive response in terms of reduction in cell doubling time.4. In both cases (rtg2Δ and rtg3Δ), all cell populations failed to adapt (Figure 5A), and their capacity for respiratory growth was virtually unperturbed at the end of the experiment (Figure 5B).	RAHI13	2022-07-11
PMID:36982394	SGD:S000342880	Classical phenotype information	gene	HAP4	SGD:S000001592		NASH	2023-04-05
PMID:37348627	SGD:S000344192	Classical phenotype information	gene	COX15	SGD:S000000943		STACIA	2023-06-28
PMID:36982394	SGD:S000342880	Classical phenotype information	gene	RTG2	SGD:S000003221		NASH	2023-04-05
PMID:37450901	SGD:S000344489	Engineering	allele	aro4-K229L	SGD:S000299403		NASH	2023-07-18
PMID:35801089	SGD:S000325569	Classical phenotype information	gene	MTH1	SGD:S000002685	When cultured in minimal medium in shake flasks, growth profiles of the mutants showed that MTH1A81D and MTH1-ΔT resulted in reduced cell growth, glucose consumption and ethanol production,	RAHI13	2022-07-11
PMID:35603935	SGD:S000316614	Delay					RAHI13	2022-05-31
PMID:36096201	SGD:S000339738	Alleles	allele	gus1-3	SGD:S000339740		NASH	2022-09-22
PMID:35801089	SGD:S000325569	Engineering				We further demonstrated the potential of the engineered strain with the production of 3-hydroxypropionic acid at a titer of 2.04 g L−1, i.e., 5.4-fold higher than that of a reference strain	RAHI13	2022-07-11
PMID:35088793	SGD:S000313512	Classical phenotype information	gene	SAC6	SGD:S000002536	1. In sac6Δ extracts, dense actin networks grew similarly from the functionalized face of the cylinder, but at an increased speed of 0.4 μm/min compared to wild-type extracts. 2. These results show that the WT reconstituted patches are mostly linear in their elasticity, while the patches lacking the Sac6p crosslinker exhibit a significantly more important stress-stiffening behavior	RAHI13	2022-02-02
PMID:35139706	SGD:S000313808	Delay				No full text	JODILS	2022-02-16
PMID:36463528	SGD:S000341185	Engineering	gene	SUC2	SGD:S000001424		NASH	2022-12-12
PMID:35981831	SGD:S000338960	GO information	gene	SLX5	SGD:S000002171	role in oxidative stress	JODILS	2022-08-22
PMID:37231154	SGD:S000343784	Non-phenotype HTP					STACIA	2023-05-30
PMID:35195440	SGD:S000314020	Delay					RAHI13	2022-02-27
PMID:35604319	SGD:S000316620	Classical phenotype information	gene	SCD6	SGD:S000006333		JODILS	2022-05-31
PMID:35604319	SGD:S000316620	Classical phenotype information	gene	SKI7	SGD:S000005602		JODILS	2022-05-31
PMID:35604319	SGD:S000316620	Classical phenotype information	gene	XRN1	SGD:S000003141		JODILS	2022-05-31
PMID:35129437	SGD:S000313810	Classical phenotype information	gene	SNF5	SGD:S000000493		JODILS	2022-02-16
PMID:35129437	SGD:S000313810	Regulation information	gene	SNF5	SGD:S000000493	ADH2 (target) CPX-1150 SNF5 (regulators, where SNF5 is a subunit with a key role); using mutants that separate protein functions, they show by RT-qPCR (and again by mCherry fluor expression, fused to ADH2 promoter) that SNF5 represses (NEG) ADH2 in glucose (fed) and induces (POS) ADH2 under carbon starvation	JODILS	2022-02-16
PMID:35129437	SGD:S000313810	Regulation information	complex	SWI/SNF chromatin remodelling complex	SGD:S000217596	ADH2 (target) CPX-1150 SNF5 (regulators, where SNF5 is a subunit with a key role); using mutants that separate protein functions, they show by RT-qPCR (and again by mCherry fluor expression, fused to ADH2 promoter) that SNF5 represses (NEG) ADH2 in glucose (fed) and induces (POS) ADH2 under carbon starvation	JODILS	2022-02-16
PMID:35129437	SGD:S000313810	Regulation information	gene	ADH2	SGD:S000004918	ADH2 (target) CPX-1150 SNF5 (regulators, where SNF5 is a subunit with a key role); using mutants that separate protein functions, they show by RT-qPCR (and again by mCherry fluor expression, fused to ADH2 promoter) that SNF5 represses (NEG) ADH2 in glucose (fed) and induces (POS) ADH2 under carbon starvation	JODILS	2022-02-16
PMID:35604319	SGD:S000316620	Classical phenotype information	gene	SKI2	SGD:S000004390		JODILS	2022-05-31
PMID:36976676	SGD:S000342884	Engineering	gene	ACC1	SGD:S000005299		NASH	2023-04-05
PMID:35604319	SGD:S000316620	Classical phenotype information	gene	EDC3	SGD:S000000741		JODILS	2022-05-31
PMID:35604319	SGD:S000316620	Classical phenotype information	gene	PAT1	SGD:S000000673		JODILS	2022-05-31
PMID:35604319	SGD:S000316620	Classical phenotype information	gene	DCP2	SGD:S000005062		JODILS	2022-05-31
PMID:35926881	SGD:S000326188	Classical phenotype information	gene	ORC2	SGD:S000000264		JODILS	2022-08-18
PMID:35926881	SGD:S000326188	Classical phenotype information	gene	UBC9	SGD:S000002222		JODILS	2022-08-18
PMID:35970997	SGD:S000338961	Classical phenotype information	gene	ALD6	SGD:S000005982		JODILS	2022-08-22
PMID:36976676	SGD:S000342884	Engineering	gene	ARO1	SGD:S000002534		NASH	2023-04-05
PMID:36976676	SGD:S000342884	Engineering	gene	HOM3	SGD:S000000854		NASH	2023-04-05
PMID:35970997	SGD:S000338961	Classical phenotype information	gene	ACH1	SGD:S000000111		JODILS	2022-08-22
PMID:36078161	SGD:S000339664	Alleles	allele	arp4-26	SGD:S000339745		NASH	2022-09-23
PMID:35050024	SGD:S000313244	Classical phenotype information	gene	ROD1	SGD:S000005544	Analyzing the data, it is evident that the deletion of both α-arrestins (rod1Δ, rog3Δ) has a negative impact on growth, even with the control carbon source (2% maltose).	RAHI13	2022-02-02
PMID:35050024	SGD:S000313244	Classical phenotype information	gene	ROG3	SGD:S000001918	Analyzing the data, it is evident that the deletion of both α-arrestins (rod1Δ, rog3Δ) has a negative impact on growth, even with the control carbon source (2% maltose).	RAHI13	2022-02-02
PMID:36117206	SGD:S000339754	Non-phenotype HTP				whole-genome sequence data for ethanologenic industrial yeast strain NRRL Y-50049 and progenitor NRRL Y-12632 deposited in the NCBI Sequence Read Archive (accession number PRJNA484962). CNVs in NRRL Y-12632 compared to S288C and between NRRL Y-50049 and NRRL Y-12632 are in table S2	NASH	2022-09-26
PMID:35975715	SGD:S000338963	Classical phenotype information	gene	TOD6	SGD:S000000150	- overexpression of Tod6_6A causes a slow-growth phenotypetod6_6A- We also found that the average N/C ratio of Tod6_6A was higher than in the wild-type (Fig.3C),Note: Tod6 mutant on which all known Sch9 and PKA phosphorylation sites were mutated to alanine to prevent phosphorylation (Tod6_6A),)	RAHI13	2022-08-22
PMID:35975715	SGD:S000338963	Regulation information	gene	GTR1	SGD:S000004590	- It is still possible that Gtr1,2 participate in the regulation of TORC1 during the cell cycle, but their contribution is not significant under the high glucose conditions tested.- Our results suggest that Pib2, a recently discovered sensor of intracellular glutamine in budding yeast (Tanigawa et al., 2021), could relay internal metabolic signals that also modulate TORC1 activity during the cell cycle.	RAHI13	2022-08-22
PMID:35549800	SGD:S000316369	Delay					RAHI13	2022-05-17
PMID:35975715	SGD:S000338963	Regulation information	gene	GTR2	SGD:S000003395	- It is still possible that Gtr1,2 participate in the regulation of TORC1 during the cell cycle, but their contribution is not significant under the high glucose conditions tested.- Our results suggest that Pib2, a recently discovered sensor of intracellular glutamine in budding yeast (Tanigawa et al., 2021), could relay internal metabolic signals that also modulate TORC1 activity during the cell cycle.	RAHI13	2022-08-22
PMID:35613595	SGD:S000316621	Classical phenotype information	gene	LIA1	SGD:S000003831		JODILS	2022-05-31
PMID:37061509	SGD:S000343173	Classical phenotype information	gene	CLB2	SGD:S000006323		NASH	2023-04-24
PMID:33719772	SGD:S000302769	Delay					MICHEAL	2021-03-23
PMID:35979953	SGD:S000338966	Classical phenotype information	gene	SSO2	SGD:S000004795		JODILS	2022-08-22
PMID:37061509	SGD:S000343173	Classical phenotype information	gene	SIC1	SGD:S000004069		NASH	2023-04-24
PMID:37349354	SGD:S000344196	Non-phenotype HTP				transcriptomics comparing csg2 null and wt in supplementary Data 1	NASH	2023-06-28
PMID:37061509	SGD:S000343173	Alleles	gene	CLB2	SGD:S000006323	ΔNSic1-SULI  clb2(Δde)-SULI	NASH	2023-04-24
PMID:37061509	SGD:S000343173	Alleles	gene	SIC1	SGD:S000004069	ΔNSic1-SULI  clb2(Δde)-SULI	NASH	2023-04-24
PMID:37125648	SGD:S000343480	GO information	gene	GAL4	SGD:S000006169		STACIA	2023-05-09
PMID:37125648	SGD:S000343480	Regulation information	gene	GAL4	SGD:S000006169		STACIA	2023-05-09
PMID:37436806	SGD:S000344493	Classical phenotype information	gene	SPS1	SGD:S000002931		STACIA	2023-07-18
PMID:37436806	SGD:S000344493	Classical phenotype information	gene	AMA1	SGD:S000003457		STACIA	2023-07-18
PMID:37436806	SGD:S000344493	GO information	gene	SPS1	SGD:S000002931		STACIA	2023-07-18
PMID:35073254	SGD:S000313482	Classical phenotype information	gene	SIR3	SGD:S000004434	We also confirmed that sir3-bah∆-M.ECOGII strains displayed a loss of silencing, but found that the loss was more severe at HML than at HMR. sir3-bahΔ (Sir3 lacking its Bromo-Adjacent Homology)	RAHI13	2022-02-02
PMID:35148185	SGD:S000313817	Classical phenotype information	gene	NUP60	SGD:S000000063		JODILS	2022-02-16
PMID:35779633	SGD:S000317783	Regulation information	gene	MRX9	SGD:S000002185	1. Mrx9p as a new factor that controls COX1 and COB expression.2. regulatory role of Mrx9p in COX1 RNA processing.	RAHI13	2022-07-15
PMID:35779633	SGD:S000317783	Regulation information	gene	COX1	SGD:S000007260	1. Mrx9p as a new factor that controls COX1 and COB expression.2. regulatory role of Mrx9p in COX1 RNA processing.	RAHI13	2022-07-15
PMID:37436806	SGD:S000344493	GO information	gene	AMA1	SGD:S000003457		STACIA	2023-07-18
PMID:35964319	SGD:S000338969	Delay				cannot access full text, might have Regulation information	JODILS	2022-08-22
PMID:36340339	SGD:S000340700	Classical phenotype information	gene	TMT1	SGD:S000000977	study host factors associated with the Ppmar2 Mariner-like element (MLE) transposon (from moso bamboo), based on mobility changes in the yeast mutants. We have not used 'transposable element transposition' for heterologous elements but maybe?	NASH	2022-11-14
PMID:36463528	SGD:S000341185	Engineering	gene	SUC3	SGD:S000029532		NASH	2022-12-12
PMID:36463528	SGD:S000341185	Engineering	gene	SUC5	SGD:S000029534		NASH	2022-12-12
PMID:37467478	SGD:S000344626	GO information	gene	HRP1	SGD:S000005483		STACIA	2023-07-28
PMID:35194654	SGD:S000314030	GO information	gene	ELM1	SGD:S000001531	TOS3 ELLM1 SAK1 roles in heat shock response, SAK 1 ELM1 roles in high-glucose stress response;	JODILS	2022-02-28
PMID:37467478	SGD:S000344626	Classical phenotype information	gene	HRP1	SGD:S000005483		STACIA	2023-07-28
PMID:35194654	SGD:S000314030	GO information	gene	SAK1	SGD:S000000931	TOS3 ELLM1 SAK1 roles in heat shock response, SAK 1 ELM1 roles in high-glucose stress response;	JODILS	2022-02-28
PMID:35194654	SGD:S000314030	GO information	gene	TOS3	SGD:S000003147	TOS3 ELLM1 SAK1 roles in heat shock response, SAK 1 ELM1 roles in high-glucose stress response;	JODILS	2022-02-28
PMID:35194654	SGD:S000314030	Classical phenotype information	gene	ELM1	SGD:S000001531		JODILS	2022-02-28
PMID:35194654	SGD:S000314030	Classical phenotype information	gene	SAK1	SGD:S000000931		JODILS	2022-02-28
PMID:35194654	SGD:S000314030	Classical phenotype information	gene	SNF1	SGD:S000002885		JODILS	2022-02-28
PMID:35194654	SGD:S000314030	Classical phenotype information	gene	TOS3	SGD:S000003147		JODILS	2022-02-28
PMID:35608312	SGD:S000316625	Classical phenotype information	gene	HTZ1	SGD:S000005372		JODILS	2022-06-01
PMID:35608312	SGD:S000316625	Classical phenotype information	gene	HHO1	SGD:S000006048		JODILS	2022-06-01
PMID:36963491	SGD:S000342797	GO information	gene	GDT1	SGD:S000000391		STACIA	2023-03-28
PMID:37467478	SGD:S000344626	Regulation information	gene	HRP1	SGD:S000005483		STACIA	2023-07-28
PMID:37467478	SGD:S000344626	Regulation information	gene	SNR82	SGD:S000028467		STACIA	2023-07-28
PMID:36463528	SGD:S000341185	Engineering	gene	SUC4	SGD:S000029533		NASH	2022-12-12
PMID:37544800	SGD:S000344901	Non-phenotype HTP				RNA seq of furfural treated cells overexpressing RDS1 compared to wt cells treated with furfural, Cannot find an accession number?	NASH	2023-08-15
PMID:37566738	SGD:S000344941	Engineering					STACIA	2023-08-17
PMID:36463528	SGD:S000341185	Engineering	gene	SUC7	SGD:S000029535		NASH	2022-12-12
PMID:36127846	SGD:S000339774	Non-phenotype HTP					STACIA	2022-09-26
PMID:34936834	SGD:S000312622	Classical phenotype information	gene	MCA1	SGD:S000005723		JODILS	2022-01-03
PMID:34936834	SGD:S000312622	Classical phenotype information	gene	TDH1	SGD:S000003588		JODILS	2022-01-03
PMID:34936834	SGD:S000312622	Classical phenotype information	gene	BNA2	SGD:S000003839		JODILS	2022-01-03
PMID:34936834	SGD:S000312622	GO information	gene	MCA1	SGD:S000005723		JODILS	2022-01-03
PMID:34936834	SGD:S000312622	GO information	gene	TDH1	SGD:S000003588		JODILS	2022-01-03
PMID:35608294	SGD:S000316627	GO information	gene	ACC1	SGD:S000005299	In wild-type cells Acc1 is localized throughout the cytoplasm in small punctate and55 rod-like structures	RAHI13	2022-06-01
PMID:36340339	SGD:S000340700	Classical phenotype information	gene	MLH2	SGD:S000004025	study host factors associated with the Ppmar2 Mariner-like element (MLE) transposon (from moso bamboo), based on mobility changes in the yeast mutants. We have not used 'transposable element transposition' for heterologous elements but maybe?	NASH	2022-11-14
PMID:36340339	SGD:S000340700	Classical phenotype information	gene	MRPL10	SGD:S000005228	study host factors associated with the Ppmar2 Mariner-like element (MLE) transposon (from moso bamboo), based on mobility changes in the yeast mutants. We have not used 'transposable element transposition' for heterologous elements but maybe?	NASH	2022-11-14
PMID:36340339	SGD:S000340700	Classical phenotype information	gene	CHD1	SGD:S000000966	study host factors associated with the Ppmar2 Mariner-like element (MLE) transposon (from moso bamboo), based on mobility changes in the yeast mutants. We have not used 'transposable element transposition' for heterologous elements but maybe?	NASH	2022-11-14
PMID:36861989	SGD:S000342503	Post-translational modifications	gene	KSS1	SGD:S000003272	increased P'n on Slt2p at sites equivalent of T202/Y204 (T190/Y192) and in Hog1p at sites equiv to T180/Y182 (T174/Y176) in response to extracellular acidification; also dephosphorylation of Fus3p and Kss1p	NASH	2023-03-08
PMID:36861989	SGD:S000342503	Post-translational modifications	gene	SLT2	SGD:S000001072	increased P'n on Slt2p at sites equivalent of T202/Y204 (T190/Y192) and in Hog1p at sites equiv to T180/Y182 (T174/Y176) in response to extracellular acidification; also dephosphorylation of Fus3p and Kss1p	NASH	2023-03-08
PMID:36861989	SGD:S000342503	Post-translational modifications	gene	FUS3	SGD:S000000112	increased P'n on Slt2p at sites equivalent of T202/Y204 (T190/Y192) and in Hog1p at sites equiv to T180/Y182 (T174/Y176) in response to extracellular acidification; also dephosphorylation of Fus3p and Kss1p	NASH	2023-03-08
PMID:36861989	SGD:S000342503	Post-translational modifications	gene	HOG1	SGD:S000004103	increased P'n on Slt2p at sites equivalent of T202/Y204 (T190/Y192) and in Hog1p at sites equiv to T180/Y182 (T174/Y176) in response to extracellular acidification; also dephosphorylation of Fus3p and Kss1p	NASH	2023-03-08
PMID:36942481	SGD:S000342798	GO information	gene	TOP3	SGD:S000004224		STACIA	2023-03-28
PMID:36340339	SGD:S000340700	Classical phenotype information	gene	RTT102	SGD:S000003507	study host factors associated with the Ppmar2 Mariner-like element (MLE) transposon (from moso bamboo), based on mobility changes in the yeast mutants. We have not used 'transposable element transposition' for heterologous elements but maybe?	NASH	2022-11-14
PMID:36339260	SGD:S000340747	Alleles	gene	MDM34	SGD:S000003187	mdm34-3PA (PY motif mutated, PPPY→AAAY see PMID: 27846375); and series of mmm1 deletions: mmm1-ΔN1, mmm1-ΔN2, mmm1-ΔN3, mmm1-ΔN4, mmm1-ΔN5, mmm1-ΔN6 (fig 6D)	NASH	2022-11-15
PMID:36463528	SGD:S000341185	Engineering	gene	SUC1	SGD:S000029531		NASH	2022-12-12
PMID:36942481	SGD:S000342798	GO information	gene	SGS1	SGD:S000004802		STACIA	2023-03-28
PMID:36942481	SGD:S000342798	GO information	gene	HFM1	SGD:S000003220		STACIA	2023-03-28
