systematic_name	dbentity_id	so_id	contig_id	taxonomy_id	strand	genomic_start_index	genomic_end_index	genomic_file_header	genomic_download_filename	oneKB_start	oneKB_end	oneKB_file_header	oneKB_download_filename
ARS1508	1312889	264014	1387002	275326	-	32969	33060	>ARS1508 ARS1508 SEY6210 JRIW01000125.1:32969..33060	ARS1508_SEY6210_genomic.fsa	31969	34060	>ARS1508 ARS1508 SEY6210 JRIW01000125.1:31969..34060 +/- 1kb	ARS1508_SEY6210_1kb.fsa
ARS1508	1312889	264014	1388663	274910	+	58478	58569	>ARS1508 ARS1508 W303 JRIU01000016.1:58478..58569	ARS1508_W303_genomic.fsa	57478	59569	>ARS1508 ARS1508 W303 JRIU01000016.1:57478..59569 +/- 1kb	ARS1508_W303_1kb.fsa
ARS1508	1312889	264014	1388970	275329	+	39528	39619	>ARS1508 ARS1508 X2180-1A JRIX01000103.1:39528..39619	ARS1508_X2180-1A_genomic.fsa	38528	40619	>ARS1508 ARS1508 X2180-1A JRIX01000103.1:38528..40619 +/- 1kb	ARS1508_X2180-1A_1kb.fsa
ARS1508	1312889	264014	1389114	275334	-	25307	25398	>ARS1508 ARS1508 Y55 JRIF01000021.1:25307..25398	ARS1508_Y55_genomic.fsa	24307	26398	>ARS1508 ARS1508 Y55 JRIF01000021.1:24307..26398 +/- 1kb	ARS1508_Y55_1kb.fsa
ARS1509	1312890	264014	1381852	274916	-	3889	3987	>ARS1509 ARS1509 Sigma1278b JRIQ01000175.1:3889..3987	ARS1509_Sigma1278b_genomic.fsa	2889	4987	>ARS1509 ARS1509 Sigma1278b JRIQ01000175.1:2889..4987 +/- 1kb	ARS1509_Sigma1278b_1kb.fsa
ARS1509	1312890	264014	1383421	275338	+	86735	86833	>ARS1509 ARS1509 CEN.PK JRIV01000055.1:86735..86833	ARS1509_CEN.PK_genomic.fsa	85735	87833	>ARS1509 ARS1509 CEN.PK JRIV01000055.1:85735..87833 +/- 1kb	ARS1509_CEN.PK_1kb.fsa
ARS1509	1312890	264014	1383627	275315	-	235135	235233	>ARS1509 ARS1509 D273-10B JRIY01000077.1:235135..235233	ARS1509_D273-10B_genomic.fsa	234135	236233	>ARS1509 ARS1509 D273-10B JRIY01000077.1:234135..236233 +/- 1kb	ARS1509_D273-10B_1kb.fsa
ARS1509	1312890	264014	1384425	274944	+	67921	68019	>ARS1509 ARS1509 FL100 JRIT01000043.1:67921..68019	ARS1509_FL100_genomic.fsa	66921	69019	>ARS1509 ARS1509 FL100 JRIT01000043.1:66921..69019 +/- 1kb	ARS1509_FL100_1kb.fsa
ARS1509	1312890	264014	1385080	275321	-	3875	3973	>ARS1509 ARS1509 JK9-3d JRIZ01000170.1:3875..3973	ARS1509_JK9-3d_genomic.fsa	2875	4973	>ARS1509 ARS1509 JK9-3d JRIZ01000170.1:2875..4973 +/- 1kb	ARS1509_JK9-3d_1kb.fsa
ARS1509	1312890	264014	1386747	274425	-	457319	457416	>ARS1509 ARS1509 RM11-1A JRIP01000004.1:457319..457416	ARS1509_RM11-1A_genomic.fsa	456319	458416	>ARS1509 ARS1509 RM11-1A JRIP01000004.1:456319..458416 +/- 1kb	ARS1509_RM11-1A_1kb.fsa
ARS1509	1312890	264014	1387002	275326	-	4348	4446	>ARS1509 ARS1509 SEY6210 JRIW01000125.1:4348..4446	ARS1509_SEY6210_genomic.fsa	3348	5446	>ARS1509 ARS1509 SEY6210 JRIW01000125.1:3348..5446 +/- 1kb	ARS1509_SEY6210_1kb.fsa
ARS1509	1312890	264014	1388663	274910	+	86772	86870	>ARS1509 ARS1509 W303 JRIU01000016.1:86772..86870	ARS1509_W303_genomic.fsa	85772	87870	>ARS1509 ARS1509 W303 JRIU01000016.1:85772..87870 +/- 1kb	ARS1509_W303_1kb.fsa
ARS1509	1312890	264014	1388970	275329	+	68116	68214	>ARS1509 ARS1509 X2180-1A JRIX01000103.1:68116..68214	ARS1509_X2180-1A_genomic.fsa	67116	69214	>ARS1509 ARS1509 X2180-1A JRIX01000103.1:67116..69214 +/- 1kb	ARS1509_X2180-1A_1kb.fsa
ARS1509	1312890	264014	1389101	275334	-	98483	98580	>ARS1509 ARS1509 Y55 JRIF01000004.1:98483..98580	ARS1509_Y55_genomic.fsa	97483	98890	>ARS1509 ARS1509 Y55 JRIF01000004.1:97483..98890 +/- 1kb	ARS1509_Y55_1kb.fsa
ARS1510	1312891	264014	1381732	274916	+	43387	43632	>ARS1510 ARS1510 Sigma1278b JRIQ01000023.1:43387..43632	ARS1510_Sigma1278b_genomic.fsa	42387	44632	>ARS1510 ARS1510 Sigma1278b JRIQ01000023.1:42387..44632 +/- 1kb	ARS1510_Sigma1278b_1kb.fsa
ARS1510	1312891	264014	1383421	275338	+	133991	134236	>ARS1510 ARS1510 CEN.PK JRIV01000055.1:133991..134236	ARS1510_CEN.PK_genomic.fsa	132991	135236	>ARS1510 ARS1510 CEN.PK JRIV01000055.1:132991..135236 +/- 1kb	ARS1510_CEN.PK_1kb.fsa
ARS1510	1312891	264014	1383627	275315	-	187732	187977	>ARS1510 ARS1510 D273-10B JRIY01000077.1:187732..187977	ARS1510_D273-10B_genomic.fsa	186732	188977	>ARS1510 ARS1510 D273-10B JRIY01000077.1:186732..188977 +/- 1kb	ARS1510_D273-10B_1kb.fsa
ARS1510	1312891	264014	1384496	274944	+	170246	170491	>ARS1510 ARS1510 FL100 JRIT01000140.1:170246..170491	ARS1510_FL100_genomic.fsa	169246	171491	>ARS1510 ARS1510 FL100 JRIT01000140.1:169246..171491 +/- 1kb	ARS1510_FL100_1kb.fsa
ARS1510	1312891	264014	1385083	275321	+	43360	43605	>ARS1510 ARS1510 JK9-3d JRIZ01000173.1:43360..43605	ARS1510_JK9-3d_genomic.fsa	42360	44605	>ARS1510 ARS1510 JK9-3d JRIZ01000173.1:42360..44605 +/- 1kb	ARS1510_JK9-3d_1kb.fsa
ARS1510	1312891	264014	1386747	274425	-	409939	410181	>ARS1510 ARS1510 RM11-1A JRIP01000004.1:409939..410181	ARS1510_RM11-1A_genomic.fsa	408939	411181	>ARS1510 ARS1510 RM11-1A JRIP01000004.1:408939..411181 +/- 1kb	ARS1510_RM11-1A_1kb.fsa
ARS1510	1312891	264014	1386982	275326	-	262930	263175	>ARS1510 ARS1510 SEY6210 JRIW01000094.1:262930..263175	ARS1510_SEY6210_genomic.fsa	261930	264175	>ARS1510 ARS1510 SEY6210 JRIW01000094.1:261930..264175 +/- 1kb	ARS1510_SEY6210_1kb.fsa
ARS1510	1312891	264014	1388749	274910	-	292641	292886	>ARS1510 ARS1510 W303 JRIU01000133.1:292641..292886	ARS1510_W303_genomic.fsa	291641	293886	>ARS1510 ARS1510 W303 JRIU01000133.1:291641..293886 +/- 1kb	ARS1510_W303_1kb.fsa
ARS1510	1312891	264014	1388929	275329	+	43387	43632	>ARS1510 ARS1510 X2180-1A JRIX01000055.1:43387..43632	ARS1510_X2180-1A_genomic.fsa	42387	44632	>ARS1510 ARS1510 X2180-1A JRIX01000055.1:42387..44632 +/- 1kb	ARS1510_X2180-1A_1kb.fsa
ARS1510	1312891	264014	1389101	275334	-	51184	51429	>ARS1510 ARS1510 Y55 JRIF01000004.1:51184..51429	ARS1510_Y55_genomic.fsa	50184	52429	>ARS1510 ARS1510 Y55 JRIF01000004.1:50184..52429 +/- 1kb	ARS1510_Y55_1kb.fsa
ARS1511	1312892	264014	1381732	274916	+	153996	154244	>ARS1511 ARS1511 Sigma1278b JRIQ01000023.1:153996..154244	ARS1511_Sigma1278b_genomic.fsa	152996	155244	>ARS1511 ARS1511 Sigma1278b JRIQ01000023.1:152996..155244 +/- 1kb	ARS1511_Sigma1278b_1kb.fsa
ARS1511	1312892	264014	1383421	275338	+	244529	244777	>ARS1511 ARS1511 CEN.PK JRIV01000055.1:244529..244777	ARS1511_CEN.PK_genomic.fsa	243529	245777	>ARS1511 ARS1511 CEN.PK JRIV01000055.1:243529..245777 +/- 1kb	ARS1511_CEN.PK_1kb.fsa
ARS1511	1312892	264014	1383627	275315	-	77219	77467	>ARS1511 ARS1511 D273-10B JRIY01000077.1:77219..77467	ARS1511_D273-10B_genomic.fsa	76219	78467	>ARS1511 ARS1511 D273-10B JRIY01000077.1:76219..78467 +/- 1kb	ARS1511_D273-10B_1kb.fsa
ARS1511	1312892	264014	1384496	274944	+	280810	281058	>ARS1511 ARS1511 FL100 JRIT01000140.1:280810..281058	ARS1511_FL100_genomic.fsa	279810	282058	>ARS1511 ARS1511 FL100 JRIT01000140.1:279810..282058 +/- 1kb	ARS1511_FL100_1kb.fsa
ARS1511	1312892	264014	1385083	275321	+	153880	154128	>ARS1511 ARS1511 JK9-3d JRIZ01000173.1:153880..154128	ARS1511_JK9-3d_genomic.fsa	152880	155128	>ARS1511 ARS1511 JK9-3d JRIZ01000173.1:152880..155128 +/- 1kb	ARS1511_JK9-3d_1kb.fsa
ARS1511	1312892	264014	1386747	274425	-	299269	299517	>ARS1511 ARS1511 RM11-1A JRIP01000004.1:299269..299517	ARS1511_RM11-1A_genomic.fsa	298269	300517	>ARS1511 ARS1511 RM11-1A JRIP01000004.1:298269..300517 +/- 1kb	ARS1511_RM11-1A_1kb.fsa
ARS1511	1312892	264014	1386982	275326	-	152481	152729	>ARS1511 ARS1511 SEY6210 JRIW01000094.1:152481..152729	ARS1511_SEY6210_genomic.fsa	151481	153729	>ARS1511 ARS1511 SEY6210 JRIW01000094.1:151481..153729 +/- 1kb	ARS1511_SEY6210_1kb.fsa
ARS1511	1312892	264014	1388749	274910	-	182180	182428	>ARS1511 ARS1511 W303 JRIU01000133.1:182180..182428	ARS1511_W303_genomic.fsa	181180	183428	>ARS1511 ARS1511 W303 JRIU01000133.1:181180..183428 +/- 1kb	ARS1511_W303_1kb.fsa
ARS1511	1312892	264014	1388929	275329	+	153863	154111	>ARS1511 ARS1511 X2180-1A JRIX01000055.1:153863..154111	ARS1511_X2180-1A_genomic.fsa	152863	155111	>ARS1511 ARS1511 X2180-1A JRIX01000055.1:152863..155111 +/- 1kb	ARS1511_X2180-1A_1kb.fsa
ARS1511	1312892	264014	1389166	275334	+	50484	50732	>ARS1511 ARS1511 Y55 JRIF01000083.1:50484..50732	ARS1511_Y55_genomic.fsa	49484	51732	>ARS1511 ARS1511 Y55 JRIF01000083.1:49484..51732 +/- 1kb	ARS1511_Y55_1kb.fsa
ARS1512	1312743	264014	1381732	274916	+	185753	186319	>ARS1512 ARS1512 Sigma1278b JRIQ01000023.1:185753..186319	ARS1512_Sigma1278b_genomic.fsa	184753	187319	>ARS1512 ARS1512 Sigma1278b JRIQ01000023.1:184753..187319 +/- 1kb	ARS1512_Sigma1278b_1kb.fsa
ARS1512	1312743	264014	1383529	275338	+	8468	9034	>ARS1512 ARS1512 CEN.PK JRIV01000200.1:8468..9034	ARS1512_CEN.PK_genomic.fsa	7468	10034	>ARS1512 ARS1512 CEN.PK JRIV01000200.1:7468..10034 +/- 1kb	ARS1512_CEN.PK_1kb.fsa
ARS1512	1312743	264014	1383627	275315	-	45072	45638	>ARS1512 ARS1512 D273-10B JRIY01000077.1:45072..45638	ARS1512_D273-10B_genomic.fsa	44072	46638	>ARS1512 ARS1512 D273-10B JRIY01000077.1:44072..46638 +/- 1kb	ARS1512_D273-10B_1kb.fsa
ARS1512	1312743	264014	1384496	274944	+	312637	313203	>ARS1512 ARS1512 FL100 JRIT01000140.1:312637..313203	ARS1512_FL100_genomic.fsa	311637	314203	>ARS1512 ARS1512 FL100 JRIT01000140.1:311637..314203 +/- 1kb	ARS1512_FL100_1kb.fsa
ARS1512	1312743	264014	1385073	275321	-	44982	45548	>ARS1512 ARS1512 JK9-3d JRIZ01000155.1:44982..45548	ARS1512_JK9-3d_genomic.fsa	43982	46548	>ARS1512 ARS1512 JK9-3d JRIZ01000155.1:43982..46548 +/- 1kb	ARS1512_JK9-3d_1kb.fsa
ARS1512	1312743	264014	1386747	274425	-	267123	267689	>ARS1512 ARS1512 RM11-1A JRIP01000004.1:267123..267689	ARS1512_RM11-1A_genomic.fsa	266123	268689	>ARS1512 ARS1512 RM11-1A JRIP01000004.1:266123..268689 +/- 1kb	ARS1512_RM11-1A_1kb.fsa
ARS1512	1312743	264014	1386982	275326	-	120229	120795	>ARS1512 ARS1512 SEY6210 JRIW01000094.1:120229..120795	ARS1512_SEY6210_genomic.fsa	119229	121795	>ARS1512 ARS1512 SEY6210 JRIW01000094.1:119229..121795 +/- 1kb	ARS1512_SEY6210_1kb.fsa
ARS1512	1312743	264014	1388749	274910	-	149985	150551	>ARS1512 ARS1512 W303 JRIU01000133.1:149985..150551	ARS1512_W303_genomic.fsa	148985	151551	>ARS1512 ARS1512 W303 JRIU01000133.1:148985..151551 +/- 1kb	ARS1512_W303_1kb.fsa
ARS1512	1312743	264014	1388929	275329	+	185692	186258	>ARS1512 ARS1512 X2180-1A JRIX01000055.1:185692..186258	ARS1512_X2180-1A_genomic.fsa	184692	187258	>ARS1512 ARS1512 X2180-1A JRIX01000055.1:184692..187258 +/- 1kb	ARS1512_X2180-1A_1kb.fsa
ARS1512	1312743	264014	1389166	275334	+	82478	83044	>ARS1512 ARS1512 Y55 JRIF01000083.1:82478..83044	ARS1512_Y55_genomic.fsa	81478	84044	>ARS1512 ARS1512 Y55 JRIF01000083.1:81478..84044 +/- 1kb	ARS1512_Y55_1kb.fsa
ARS1513	1312893	264014	1381732	274916	+	214192	214259	>ARS1513 ARS1513 Sigma1278b JRIQ01000023.1:214192..214259	ARS1513_Sigma1278b_genomic.fsa	213192	215259	>ARS1513 ARS1513 Sigma1278b JRIQ01000023.1:213192..215259 +/- 1kb	ARS1513_Sigma1278b_1kb.fsa
ARS1513	1312893	264014	1383529	275338	+	36480	36547	>ARS1513 ARS1513 CEN.PK JRIV01000200.1:36480..36547	ARS1513_CEN.PK_genomic.fsa	35480	37547	>ARS1513 ARS1513 CEN.PK JRIV01000200.1:35480..37547 +/- 1kb	ARS1513_CEN.PK_1kb.fsa
ARS1513	1312893	264014	1383627	275315	-	17506	17573	>ARS1513 ARS1513 D273-10B JRIY01000077.1:17506..17573	ARS1513_D273-10B_genomic.fsa	16506	18573	>ARS1513 ARS1513 D273-10B JRIY01000077.1:16506..18573 +/- 1kb	ARS1513_D273-10B_1kb.fsa
ARS1513	1312893	264014	1384496	274944	+	340702	340769	>ARS1513 ARS1513 FL100 JRIT01000140.1:340702..340769	ARS1513_FL100_genomic.fsa	339702	341769	>ARS1513 ARS1513 FL100 JRIT01000140.1:339702..341769 +/- 1kb	ARS1513_FL100_1kb.fsa
ARS1513	1312893	264014	1385073	275321	-	17469	17536	>ARS1513 ARS1513 JK9-3d JRIZ01000155.1:17469..17536	ARS1513_JK9-3d_genomic.fsa	16469	18536	>ARS1513 ARS1513 JK9-3d JRIZ01000155.1:16469..18536 +/- 1kb	ARS1513_JK9-3d_1kb.fsa
ARS1513	1312893	264014	1386747	274425	-	239566	239633	>ARS1513 ARS1513 RM11-1A JRIP01000004.1:239566..239633	ARS1513_RM11-1A_genomic.fsa	238566	240633	>ARS1513 ARS1513 RM11-1A JRIP01000004.1:238566..240633 +/- 1kb	ARS1513_RM11-1A_1kb.fsa
ARS1513	1312893	264014	1386982	275326	-	92663	92730	>ARS1513 ARS1513 SEY6210 JRIW01000094.1:92663..92730	ARS1513_SEY6210_genomic.fsa	91663	93730	>ARS1513 ARS1513 SEY6210 JRIW01000094.1:91663..93730 +/- 1kb	ARS1513_SEY6210_1kb.fsa
ARS1513	1312893	264014	1388749	274910	-	122419	122486	>ARS1513 ARS1513 W303 JRIU01000133.1:122419..122486	ARS1513_W303_genomic.fsa	121419	123486	>ARS1513 ARS1513 W303 JRIU01000133.1:121419..123486 +/- 1kb	ARS1513_W303_1kb.fsa
ARS1513	1312893	264014	1388929	275329	+	213757	213824	>ARS1513 ARS1513 X2180-1A JRIX01000055.1:213757..213824	ARS1513_X2180-1A_genomic.fsa	212757	214824	>ARS1513 ARS1513 X2180-1A JRIX01000055.1:212757..214824 +/- 1kb	ARS1513_X2180-1A_1kb.fsa
ARS1513	1312893	264014	1389166	275334	+	110532	110599	>ARS1513 ARS1513 Y55 JRIF01000083.1:110532..110599	ARS1513_Y55_genomic.fsa	109532	111599	>ARS1513 ARS1513 Y55 JRIF01000083.1:109532..111599 +/- 1kb	ARS1513_Y55_1kb.fsa
ARS1516	1313316	264014	1381732	274916	+	443150	443383	>ARS1516 ARS1516 Sigma1278b JRIQ01000023.1:443150..443383	ARS1516_Sigma1278b_genomic.fsa	442150	444383	>ARS1516 ARS1516 Sigma1278b JRIQ01000023.1:442150..444383 +/- 1kb	ARS1516_Sigma1278b_1kb.fsa
ARS1516	1313316	264014	1383487	275338	+	106282	106515	>ARS1516 ARS1516 CEN.PK JRIV01000149.1:106282..106515	ARS1516_CEN.PK_genomic.fsa	105282	107515	>ARS1516 ARS1516 CEN.PK JRIV01000149.1:105282..107515 +/- 1kb	ARS1516_CEN.PK_1kb.fsa
ARS1516	1313316	264014	1383720	275315	+	211272	211505	>ARS1516 ARS1516 D273-10B JRIY01000194.1:211272..211505	ARS1516_D273-10B_genomic.fsa	210272	212505	>ARS1516 ARS1516 D273-10B JRIY01000194.1:210272..212505 +/- 1kb	ARS1516_D273-10B_1kb.fsa
ARS1516	1313316	264014	1384496	274944	+	569413	569646	>ARS1516 ARS1516 FL100 JRIT01000140.1:569413..569646	ARS1516_FL100_genomic.fsa	568413	570646	>ARS1516 ARS1516 FL100 JRIT01000140.1:568413..570646 +/- 1kb	ARS1516_FL100_1kb.fsa
ARS1516	1313316	264014	1384974	275321	+	211312	211545	>ARS1516 ARS1516 JK9-3d JRIZ01000031.1:211312..211545	ARS1516_JK9-3d_genomic.fsa	210312	212545	>ARS1516 ARS1516 JK9-3d JRIZ01000031.1:210312..212545 +/- 1kb	ARS1516_JK9-3d_1kb.fsa
ARS1516	1313316	264014	1386747	274425	-	10989	11222	>ARS1516 ARS1516 RM11-1A JRIP01000004.1:10989..11222	ARS1516_RM11-1A_genomic.fsa	9989	12222	>ARS1516 ARS1516 RM11-1A JRIP01000004.1:9989..12222 +/- 1kb	ARS1516_RM11-1A_1kb.fsa
ARS1516	1313316	264014	1386960	275326	-	10987	11220	>ARS1516 ARS1516 SEY6210 JRIW01000060.1:10987..11220	ARS1516_SEY6210_genomic.fsa	9987	12220	>ARS1516 ARS1516 SEY6210 JRIW01000060.1:9987..12220 +/- 1kb	ARS1516_SEY6210_1kb.fsa
ARS1516	1313316	264014	1388755	274910	-	10949	11182	>ARS1516 ARS1516 W303 JRIU01000141.1:10949..11182	ARS1516_W303_genomic.fsa	9949	12182	>ARS1516 ARS1516 W303 JRIU01000141.1:9949..12182 +/- 1kb	ARS1516_W303_1kb.fsa
ARS1516	1313316	264014	1388967	275329	+	211473	211706	>ARS1516 ARS1516 X2180-1A JRIX01000100.1:211473..211706	ARS1516_X2180-1A_genomic.fsa	210473	212706	>ARS1516 ARS1516 X2180-1A JRIX01000100.1:210473..212706 +/- 1kb	ARS1516_X2180-1A_1kb.fsa
ARS1516	1313316	264014	1389218	275334	-	11306	11538	>ARS1516 ARS1516 Y55 JRIF01000155.1:11306..11538	ARS1516_Y55_genomic.fsa	10306	12538	>ARS1516 ARS1516 Y55 JRIF01000155.1:10306..12538 +/- 1kb	ARS1516_Y55_1kb.fsa
ARS1518	1312666	264014	1381883	274916	+	35658	36505	>ARS1518 ARS1518 Sigma1278b JRIQ01000225.1:35658..36505	ARS1518_Sigma1278b_genomic.fsa	34658	37505	>ARS1518 ARS1518 Sigma1278b JRIQ01000225.1:34658..37505 +/- 1kb	ARS1518_Sigma1278b_1kb.fsa
ARS1518	1312666	264014	1383465	275338	+	16177	17024	>ARS1518 ARS1518 CEN.PK JRIV01000119.1:16177..17024	ARS1518_CEN.PK_genomic.fsa	15177	18024	>ARS1518 ARS1518 CEN.PK JRIV01000119.1:15177..18024 +/- 1kb	ARS1518_CEN.PK_1kb.fsa
ARS1518	1312666	264014	1383596	275315	+	16180	17027	>ARS1518 ARS1518 D273-10B JRIY01000039.1:16180..17027	ARS1518_D273-10B_genomic.fsa	15180	18027	>ARS1518 ARS1518 D273-10B JRIY01000039.1:15180..18027 +/- 1kb	ARS1518_D273-10B_1kb.fsa
ARS1518	1312666	264014	1384402	274944	+	15975	16822	>ARS1518 ARS1518 FL100 JRIT01000016.1:15975..16822	ARS1518_FL100_genomic.fsa	14975	17822	>ARS1518 ARS1518 FL100 JRIT01000016.1:14975..17822 +/- 1kb	ARS1518_FL100_1kb.fsa
ARS1518	1312666	264014	1385126	275321	+	16180	17027	>ARS1518 ARS1518 JK9-3d JRIZ01000233.1:16180..17027	ARS1518_JK9-3d_genomic.fsa	15180	18027	>ARS1518 ARS1518 JK9-3d JRIZ01000233.1:15180..18027 +/- 1kb	ARS1518_JK9-3d_1kb.fsa
ARS1518	1312666	264014	1386823	274425	-	49745	50592	>ARS1518 ARS1518 RM11-1A JRIP01000098.1:49745..50592	ARS1518_RM11-1A_genomic.fsa	48745	51592	>ARS1518 ARS1518 RM11-1A JRIP01000098.1:48745..51592 +/- 1kb	ARS1518_RM11-1A_1kb.fsa
ARS1518	1312666	264014	1387049	275326	-	47336	48183	>ARS1518 ARS1518 SEY6210 JRIW01000184.1:47336..48183	ARS1518_SEY6210_genomic.fsa	46336	49183	>ARS1518 ARS1518 SEY6210 JRIW01000184.1:46336..49183 +/- 1kb	ARS1518_SEY6210_1kb.fsa
ARS1518	1312666	264014	1388716	274910	+	15975	16822	>ARS1518 ARS1518 W303 JRIU01000085.1:15975..16822	ARS1518_W303_genomic.fsa	14975	17822	>ARS1518 ARS1518 W303 JRIU01000085.1:14975..17822 +/- 1kb	ARS1518_W303_1kb.fsa
ARS1518	1312666	264014	1389017	275329	-	47336	48183	>ARS1518 ARS1518 X2180-1A JRIX01000167.1:47336..48183	ARS1518_X2180-1A_genomic.fsa	46336	49183	>ARS1518 ARS1518 X2180-1A JRIX01000167.1:46336..49183 +/- 1kb	ARS1518_X2180-1A_1kb.fsa
ARS1518	1312666	264014	1389249	275334	+	16165	17012	>ARS1518 ARS1518 Y55 JRIF01000200.1:16165..17012	ARS1518_Y55_genomic.fsa	15165	18012	>ARS1518 ARS1518 Y55 JRIF01000200.1:15165..18012 +/- 1kb	ARS1518_Y55_1kb.fsa
ARS1519	1312894	264014	1381883	274916	+	75697	75768	>ARS1519 ARS1519 Sigma1278b JRIQ01000225.1:75697..75768	ARS1519_Sigma1278b_genomic.fsa	74697	76768	>ARS1519 ARS1519 Sigma1278b JRIQ01000225.1:74697..76768 +/- 1kb	ARS1519_Sigma1278b_1kb.fsa
ARS1519	1312894	264014	1383465	275338	+	56208	56279	>ARS1519 ARS1519 CEN.PK JRIV01000119.1:56208..56279	ARS1519_CEN.PK_genomic.fsa	55208	57279	>ARS1519 ARS1519 CEN.PK JRIV01000119.1:55208..57279 +/- 1kb	ARS1519_CEN.PK_1kb.fsa
ARS1519	1312894	264014	1383596	275315	+	56215	56286	>ARS1519 ARS1519 D273-10B JRIY01000039.1:56215..56286	ARS1519_D273-10B_genomic.fsa	55215	57286	>ARS1519 ARS1519 D273-10B JRIY01000039.1:55215..57286 +/- 1kb	ARS1519_D273-10B_1kb.fsa
ARS1519	1312894	264014	1384402	274944	+	56006	56077	>ARS1519 ARS1519 FL100 JRIT01000016.1:56006..56077	ARS1519_FL100_genomic.fsa	55006	57077	>ARS1519 ARS1519 FL100 JRIT01000016.1:55006..57077 +/- 1kb	ARS1519_FL100_1kb.fsa
ARS1519	1312894	264014	1385126	275321	+	56211	56282	>ARS1519 ARS1519 JK9-3d JRIZ01000233.1:56211..56282	ARS1519_JK9-3d_genomic.fsa	55211	57282	>ARS1519 ARS1519 JK9-3d JRIZ01000233.1:55211..57282 +/- 1kb	ARS1519_JK9-3d_1kb.fsa
ARS1519	1312894	264014	1386823	274425	-	10477	10548	>ARS1519 ARS1519 RM11-1A JRIP01000098.1:10477..10548	ARS1519_RM11-1A_genomic.fsa	9477	11548	>ARS1519 ARS1519 RM11-1A JRIP01000098.1:9477..11548 +/- 1kb	ARS1519_RM11-1A_1kb.fsa
ARS1519	1312894	264014	1387049	275326	-	8081	8152	>ARS1519 ARS1519 SEY6210 JRIW01000184.1:8081..8152	ARS1519_SEY6210_genomic.fsa	7081	9152	>ARS1519 ARS1519 SEY6210 JRIW01000184.1:7081..9152 +/- 1kb	ARS1519_SEY6210_1kb.fsa
ARS1519	1312894	264014	1388716	274910	+	56006	56077	>ARS1519 ARS1519 W303 JRIU01000085.1:56006..56077	ARS1519_W303_genomic.fsa	55006	57077	>ARS1519 ARS1519 W303 JRIU01000085.1:55006..57077 +/- 1kb	ARS1519_W303_1kb.fsa
ARS1519	1312894	264014	1389017	275329	-	8081	8152	>ARS1519 ARS1519 X2180-1A JRIX01000167.1:8081..8152	ARS1519_X2180-1A_genomic.fsa	7081	9152	>ARS1519 ARS1519 X2180-1A JRIX01000167.1:7081..9152 +/- 1kb	ARS1519_X2180-1A_1kb.fsa
ARS1519	1312894	264014	1389249	275334	+	56196	56267	>ARS1519 ARS1519 Y55 JRIF01000200.1:56196..56267	ARS1519_Y55_genomic.fsa	55196	57267	>ARS1519 ARS1519 Y55 JRIF01000200.1:55196..57267 +/- 1kb	ARS1519_Y55_1kb.fsa
ARS1521	1312895	264014	1381746	274916	-	124219	124448	>ARS1521 ARS1521 Sigma1278b JRIQ01000040.1:124219..124448	ARS1521_Sigma1278b_genomic.fsa	123219	125448	>ARS1521 ARS1521 Sigma1278b JRIQ01000040.1:123219..125448 +/- 1kb	ARS1521_Sigma1278b_1kb.fsa
ARS1521	1312895	264014	1383488	275338	+	19562	19791	>ARS1521 ARS1521 CEN.PK JRIV01000150.1:19562..19791	ARS1521_CEN.PK_genomic.fsa	18562	20791	>ARS1521 ARS1521 CEN.PK JRIV01000150.1:18562..20791 +/- 1kb	ARS1521_CEN.PK_1kb.fsa
ARS1521	1312895	264014	1383589	275315	+	58308	58537	>ARS1521 ARS1521 D273-10B JRIY01000030.1:58308..58537	ARS1521_D273-10B_genomic.fsa	57308	59537	>ARS1521 ARS1521 D273-10B JRIY01000030.1:57308..59537 +/- 1kb	ARS1521_D273-10B_1kb.fsa
ARS1521	1312895	264014	1384499	274944	+	19694	19923	>ARS1521 ARS1521 FL100 JRIT01000144.1:19694..19923	ARS1521_FL100_genomic.fsa	18694	20923	>ARS1521 ARS1521 FL100 JRIT01000144.1:18694..20923 +/- 1kb	ARS1521_FL100_1kb.fsa
ARS1521	1312895	264014	1385072	275321	-	240043	240272	>ARS1521 ARS1521 JK9-3d JRIZ01000154.1:240043..240272	ARS1521_JK9-3d_genomic.fsa	239043	241272	>ARS1521 ARS1521 JK9-3d JRIZ01000154.1:239043..241272 +/- 1kb	ARS1521_JK9-3d_1kb.fsa
ARS1521	1312895	264014	1386831	274425	+	55736	55965	>ARS1521 ARS1521 RM11-1A JRIP01000108.1:55736..55965	ARS1521_RM11-1A_genomic.fsa	54736	56965	>ARS1521 ARS1521 RM11-1A JRIP01000108.1:54736..56965 +/- 1kb	ARS1521_RM11-1A_1kb.fsa
ARS1521	1312895	264014	1387017	275326	+	18713	18942	>ARS1521 ARS1521 SEY6210 JRIW01000144.1:18713..18942	ARS1521_SEY6210_genomic.fsa	17713	19942	>ARS1521 ARS1521 SEY6210 JRIW01000144.1:17713..19942 +/- 1kb	ARS1521_SEY6210_1kb.fsa
ARS1521	1312895	264014	1388655	274910	-	240211	240440	>ARS1521 ARS1521 W303 JRIU01000007.1:240211..240440	ARS1521_W303_genomic.fsa	239211	241440	>ARS1521 ARS1521 W303 JRIU01000007.1:239211..241440 +/- 1kb	ARS1521_W303_1kb.fsa
